cruise,ship,haul,collection,start_latitude,start_longitude,stop_latitude,stop_longitude,equilibrium_time,haulback_time,surface_temp,surface_temp_method,ship_spd_through_water,itis_tsn,scientific_name,subsample_count,subsample_weight,remaining_weight,presence_only
201104,SH,16,2753,35.293,-123.6723,35.3196,-123.6896,2011-04-05T19:43:00-08,2011-04-05T20:13:00-08,12.9,TSG,3.5,172412,"Scomber japonicus",6,0.635,NA,N
201104,SH,17,2754,35.3705,-123.515,35.3956,-123.5361,2011-04-05T22:27:00-08,2011-04-05T22:57:00-08,12.9,TSG,3.5,82442,"Onychoteuthis borealijaponica",1,0.065,NA,N
201104,SH,17,2754,35.3705,-123.515,35.3956,-123.5361,2011-04-05T22:27:00-08,2011-04-05T22:57:00-08,12.9,TSG,3.5,159636,"Pyrosoma atlanticum",1,0.012,NA,N
201104,SH,17,2754,35.3705,-123.515,35.3956,-123.5361,2011-04-05T22:27:00-08,2011-04-05T22:57:00-08,12.9,TSG,3.5,161729,"Sardinops sagax",1,0.067,NA,N
201104,SH,17,2754,35.3705,-123.515,35.3956,-123.5361,2011-04-05T22:27:00-08,2011-04-05T22:57:00-08,12.9,TSG,3.5,623871,"Symbolophorus californiensis",10,0.0375,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,82371,"Doryteuthis opalescens",50,0.039,1.19,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,95599,Decapoda,NA,0.019,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,162247,"Tactostoma macropus",2,0.001,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,162301,"Idiacanthus antrostomus",1,0.0025,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,162575,Myctophidae,NA,0.116,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,164792,"Merluccius productus",81,0.0265,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,166341,"Trachipterus altivelis",5,0.047,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,166705,Sebastes,7,0.0065,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,172716,"Citharichthys sordidus",95,0.064,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,172717,"Citharichthys stigmaeus",15,0.0065,NA,N
201104,SH,18,2755,32.9096,-117.444,32.9273,-117.4693,2011-04-09T21:25:00-08,2011-04-09T21:55:00-08,15.9,TSG,3.3,914154,Bilateria,NA,0.86,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,82371,"Doryteuthis opalescens",NA,0.108,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,82418,Gonatus,1,0.0115,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,95599,Decapoda,NA,0.0465,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,161828,"Engraulis mordax",1,0.001,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,162247,"Tactostoma macropus",5,0.02,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,162301,"Idiacanthus antrostomus",2,0.001,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,162575,Myctophidae,NA,0.73,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,166341,"Trachipterus altivelis",5,0.13,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,166705,Sebastes,1,0.001,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,172716,"Citharichthys sordidus",23,0.0085,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,172717,"Citharichthys stigmaeus",29,0.008,NA,N
201104,SH,19,2756,32.8265,-117.5443,32.8003,-117.563,2011-04-09T23:26:00-08,2011-04-09T23:56:00-08,15.5,TSG,3.4,556231,"Lechia pacifica",3,0.0085,NA,N
201104,SH,20,2757,32.1695,-118.9206,32.185,-118.9383,2011-04-10T19:34:00-08,2011-04-10T20:04:00-08,14.7,TSG,3.5,159636,"Pyrosoma atlanticum",NA,0.31,NA,N
201104,SH,20,2757,32.1695,-118.9206,32.185,-118.9383,2011-04-10T19:34:00-08,2011-04-10T20:04:00-08,14.7,TSG,3.5,159643,Salpida,NA,4.45,NA,N
201104,SH,20,2757,32.1695,-118.9206,32.185,-118.9383,2011-04-10T19:34:00-08,2011-04-10T20:04:00-08,14.7,TSG,3.5,168586,"Trachurus symmetricus",9,7.96,NA,N
201104,SH,20,2757,32.1695,-118.9206,32.185,-118.9383,2011-04-10T19:34:00-08,2011-04-10T20:04:00-08,14.7,TSG,3.5,623871,"Symbolophorus californiensis",NA,0.37,NA,N
201104,SH,21,2758,32.0971,-119.0636,32.1126,-119.083,2011-04-10T21:29:00-08,2011-04-10T21:59:00-08,14.6,TSG,3.2,82401,"Abraliopsis felis",NA,0.0485,NA,N
201104,SH,21,2758,32.0971,-119.0636,32.1126,-119.083,2011-04-10T21:29:00-08,2011-04-10T21:59:00-08,14.6,TSG,3.2,159636,"Pyrosoma atlanticum",NA,0.38,NA,N
201104,SH,21,2758,32.0971,-119.0636,32.1126,-119.083,2011-04-10T21:29:00-08,2011-04-10T21:59:00-08,14.6,TSG,3.2,159643,Salpida,NA,3.38,NA,N
201104,SH,21,2758,32.0971,-119.0636,32.1126,-119.083,2011-04-10T21:29:00-08,2011-04-10T21:59:00-08,14.6,TSG,3.2,162575,Myctophidae,NA,0.96,NA,N
201104,SH,21,2758,32.0971,-119.0636,32.1126,-119.083,2011-04-10T21:29:00-08,2011-04-10T21:59:00-08,14.6,TSG,3.2,556231,"Lechia pacifica",NA,0.011,NA,N
201104,SH,21,2758,32.0971,-119.0636,32.1126,-119.083,2011-04-10T21:29:00-08,2011-04-10T21:59:00-08,14.6,TSG,3.2,623625,"Lipolagus ochotensis",NA,0.034,NA,N
201104,SH,22,2759,31.9796,-119.1953,31.99,-119.2108,2011-04-10T23:52:00-08,2011-04-11T00:22:00-08,15.8,TSG,3.6,159636,"Pyrosoma atlanticum",NA,0.138,NA,N
201104,SH,22,2759,31.9796,-119.1953,31.99,-119.2108,2011-04-10T23:52:00-08,2011-04-11T00:22:00-08,15.8,TSG,3.6,172412,"Scomber japonicus",1,0.716,NA,N
201104,SH,22,2759,31.9796,-119.1953,31.99,-119.2108,2011-04-10T23:52:00-08,2011-04-11T00:22:00-08,15.8,TSG,3.6,623871,"Symbolophorus californiensis",20,0.049,NA,N
201104,SH,23,2760,31.3373,-120.6521,31.3583,-120.6725,2011-04-11T19:47:00-08,2011-04-11T20:17:00-08,14,TSG,3.5,82417,"Gonatopsis borealis",4,0.0025,NA,N
201104,SH,23,2760,31.3373,-120.6521,31.3583,-120.6725,2011-04-11T19:47:00-08,2011-04-11T20:17:00-08,14,TSG,3.5,82442,"Onychoteuthis borealijaponica",3,0.23,NA,N
201104,SH,23,2760,31.3373,-120.6521,31.3583,-120.6725,2011-04-11T19:47:00-08,2011-04-11T20:17:00-08,14,TSG,3.5,159636,"Pyrosoma atlanticum",NA,0.55,NA,N
201104,SH,23,2760,31.3373,-120.6521,31.3583,-120.6725,2011-04-11T19:47:00-08,2011-04-11T20:17:00-08,14,TSG,3.5,159643,Salpida,NA,0.82,NA,N
201104,SH,23,2760,31.3373,-120.6521,31.3583,-120.6725,2011-04-11T19:47:00-08,2011-04-11T20:17:00-08,14,TSG,3.5,623871,"Symbolophorus californiensis",NA,0.32,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,82442,"Onychoteuthis borealijaponica",2,0.2205,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,82578,"Cranchia scabra",NA,0.043,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,159636,"Pyrosoma atlanticum",NA,0.4025,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,159643,Salpida,NA,0.0745,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,556078,"Pterygioteuthis gemmata",NA,0.0815,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,556231,"Lechia pacifica",NA,0.0065,NA,N
201104,SH,24,2761,31.3991,-122.0726,31.4211,-122.084,2011-04-14T19:41:00-08,2011-04-14T20:11:00-08,13.9,TSG,3.4,623871,"Symbolophorus californiensis",NA,0.1915,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,82401,"Abraliopsis felis",NA,0.0745,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,82442,"Onychoteuthis borealijaponica",1,0.0755,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,82578,"Cranchia scabra",2,0.0095,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,159636,"Pyrosoma atlanticum",NA,0.85,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,159643,Salpida,NA,0.06,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,162575,Myctophidae,NA,0.17,NA,N
201104,SH,25,2762,31.4556,-121.8973,31.4803,-121.9128,2011-04-14T22:06:00-08,2011-04-14T22:36:00-08,14,TSG,3.3,556231,"Lechia pacifica",1,0.001,NA,N
201104,SH,26,2763,31.5781,-121.7043,31.5998,-121.7213,2011-04-15T00:59:00-08,2011-04-15T01:29:00-08,13.8,TSG,3.3,82401,"Abraliopsis felis",1,0.001,NA,N
201104,SH,26,2763,31.5781,-121.7043,31.5998,-121.7213,2011-04-15T00:59:00-08,2011-04-15T01:29:00-08,13.8,TSG,3.3,82442,"Onychoteuthis borealijaponica",2,0.22,NA,N
201104,SH,26,2763,31.5781,-121.7043,31.5998,-121.7213,2011-04-15T00:59:00-08,2011-04-15T01:29:00-08,13.8,TSG,3.3,159636,"Pyrosoma atlanticum",6,0.09,NA,N
201104,SH,26,2763,31.5781,-121.7043,31.5998,-121.7213,2011-04-15T00:59:00-08,2011-04-15T01:29:00-08,13.8,TSG,3.3,159643,Salpida,NA,0.0185,NA,N
201104,SH,26,2763,31.5781,-121.7043,31.5998,-121.7213,2011-04-15T00:59:00-08,2011-04-15T01:29:00-08,13.8,TSG,3.3,623871,"Symbolophorus californiensis",5,0.0205,NA,N
201104,SH,27,2764,32.4443,-119.9888,32.4623,-120.016,2011-04-15T20:51:00-08,2011-04-15T21:21:00-08,13.4,TSG,3.6,82442,"Onychoteuthis borealijaponica",1,0.182,NA,N
201104,SH,27,2764,32.4443,-119.9888,32.4623,-120.016,2011-04-15T20:51:00-08,2011-04-15T21:21:00-08,13.4,TSG,3.6,168586,"Trachurus symmetricus",9,6.75,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,82401,"Abraliopsis felis",2,0.001,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,159636,"Pyrosoma atlanticum",NA,0.07,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,159643,Salpida,NA,0.31,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,162583,"Diaphus spp.",1,0.002,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,162673,"Tarletonbeania crenularis",2,0.006,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,556231,"Lechia pacifica",1,0.0015,NA,N
201104,SH,29,2766,32.5721,-119.6886,32.5948,-119.7098,2011-04-16T01:51:00-08,2011-04-16T02:21:00-08,13.3,TSG,3.2,623871,"Symbolophorus californiensis",29,0.0665,NA,N
201104,SH,30,2767,33.2233,-118.2705,33.219,-118.3041,2011-04-16T19:52:00-08,2011-04-16T20:22:00-08,15.8,TSG,3.3,82371,"Doryteuthis opalescens",11,0.0685,NA,N
201104,SH,30,2767,33.2233,-118.2705,33.219,-118.3041,2011-04-16T19:52:00-08,2011-04-16T20:22:00-08,15.8,TSG,3.3,159636,"Pyrosoma atlanticum",9,0.565,NA,N
201104,SH,30,2767,33.2233,-118.2705,33.219,-118.3041,2011-04-16T19:52:00-08,2011-04-16T20:22:00-08,15.8,TSG,3.3,159643,Salpida,NA,0.95,NA,N
201104,SH,30,2767,33.2233,-118.2705,33.219,-118.3041,2011-04-16T19:52:00-08,2011-04-16T20:22:00-08,15.8,TSG,3.3,164792,"Merluccius productus",5,0.0285,NA,N
201104,SH,30,2767,33.2233,-118.2705,33.219,-118.3041,2011-04-16T19:52:00-08,2011-04-16T20:22:00-08,15.8,TSG,3.3,172716,"Citharichthys sordidus",1,0.001,NA,N
201104,SH,31,2768,33.3941,-117.9531,33.4083,-117.9253,2011-04-17T01:35:00-08,2011-04-17T02:05:00-08,15.7,TSG,3.4,166341,"Trachipterus altivelis",1,0.0445,NA,N
201104,SH,31,2768,33.3941,-117.9531,33.4083,-117.9253,2011-04-17T01:35:00-08,2011-04-17T02:05:00-08,15.7,TSG,3.4,166705,Sebastes,1,0.004,NA,N
201104,SH,31,2768,33.3941,-117.9531,33.4083,-117.9253,2011-04-17T01:35:00-08,2011-04-17T02:05:00-08,15.7,TSG,3.4,172924,"Pleuronichthys decurrens",1,0.003,NA,N
201104,SH,31,2768,33.3941,-117.9531,33.4083,-117.9253,2011-04-17T01:35:00-08,2011-04-17T02:05:00-08,15.7,TSG,3.4,914154,Bilateria,NA,6.8,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,82371,"Doryteuthis opalescens",20,0.0355,1.85,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,95599,Decapoda,NA,0.039,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,159636,"Pyrosoma atlanticum",NA,0.73,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,159643,Salpida,NA,3.31,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,162097,"Leuroglossus stilbius",1,0.008,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,162247,"Tactostoma macropus",1,0.0025,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,162664,"Stenobrachius leucopsarus",NA,0.12,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,164792,"Merluccius productus",3,0.008,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,166341,"Trachipterus altivelis",1,0.019,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,166705,Sebastes,NA,0.001,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,172715,Citharichthys,NA,0.02,NA,N
201104,SH,32,2769,33.724,-118.7273,33.7318,-118.7573,2011-04-17T20:11:00-08,2011-04-17T20:41:00-08,16.4,TSG,3.4,623871,"Symbolophorus californiensis",NA,0.008,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,48739,Hydrozoa,1,4.39,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,72856,Carinariidae,11,0.77,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,82371,"Doryteuthis opalescens",NA,4.68,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,82401,"Abraliopsis felis",7,0.011,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,82589,Octopoda,1,0.0025,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,95599,Decapoda,5,0.001,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,159636,"Pyrosoma atlanticum",NA,0.39,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,159643,Salpida,NA,1.66,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,161030,Osteichthyes,1,0.001,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,162583,"Diaphus spp.",2,0.0015,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,166341,"Trachipterus altivelis",1,0.003,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,166705,Sebastes,5,0.006,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,172716,"Citharichthys sordidus",NA,0.012,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,172717,"Citharichthys stigmaeus",NA,0.02,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,172924,"Pleuronichthys decurrens",1,0.002,NA,N
201104,SH,33,2770,33.671,-118.9741,33.6846,-119.0096,2011-04-17T22:17:00-08,2011-04-17T22:47:00-08,16.2,TSG,3.4,623871,"Symbolophorus californiensis",17,0.045,NA,N
201104,SH,34,2771,32.964,-120.4135,32.9785,-120.4381,2011-04-18T19:49:00-08,2011-04-18T20:19:00-08,12.6,TSG,3.6,168586,"Trachurus symmetricus",12,9.15,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,82401,"Abraliopsis felis",4,0.004,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,82578,"Cranchia scabra",1,0.0065,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,159636,"Pyrosoma atlanticum",NA,0.08,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,159643,Salpida,NA,0.15,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,162583,"Diaphus spp.",5,0.003,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,162766,"Triphoturus mexicanus",3,0.007,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,168586,"Trachurus symmetricus",1,0.77,NA,N
201104,SH,35,2772,32.8701,-120.6643,32.8876,-120.6916,2011-04-18T22:04:00-08,2011-04-18T22:34:00-08,12.6,TSG,,623871,"Symbolophorus californiensis",78,0.27,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,82401,"Abraliopsis felis",4,0.0025,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,82442,"Onychoteuthis borealijaponica",1,0.15,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,82578,"Cranchia scabra",1,0.009,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,159636,"Pyrosoma atlanticum",NA,0.17,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,159643,Salpida,NA,0.03,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,162583,"Diaphus spp.",1,0.0015,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,162664,"Stenobrachius leucopsarus",3,0.004,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,168586,"Trachurus symmetricus",1,0.96,NA,N
201104,SH,36,2773,32.7626,-120.8608,32.7696,-120.8883,2011-04-19T00:25:00-08,2011-04-19T00:55:00-08,12.6,TSG,3.5,623871,"Symbolophorus californiensis",27,0.08,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,82401,"Abraliopsis felis",28,0.036,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,159636,"Pyrosoma atlanticum",NA,1.18,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,159643,Salpida,1,0.0275,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,162664,"Stenobrachius leucopsarus",1,0.0015,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,162766,"Triphoturus mexicanus",1,0.0015,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,182865,"Vinciguerria lucetia",8,0.0035,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,556231,"Lechia pacifica",4,0.0075,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,623871,"Symbolophorus californiensis",40,0.0635,NA,N
201104,SH,37,2774,32.5976,-122.8025,32.5993,-122.8351,2011-04-20T21:43:00-08,2011-04-20T22:13:00-08,15.1,TSG,3.4,914153,Radiata,2,0.001,NA,N
201104,SH,38,2775,32.7923,-122.3668,32.8068,-122.331,2011-04-21T01:01:00-08,2011-04-21T01:31:00-08,15.7,TSG,3.4,82401,"Abraliopsis felis",8,0.006,NA,N
