cruise,ship,haul,collection,start_latitude,start_longitude,stop_latitude,stop_longitude,surface_temp,surface_temp_method,ship_spd_through_water,itis_tsn,scientific_name,subsample_count,subsample_weight,remaining_weight,presence_only,beginTransect,endTransect,haulback_time.utc,haulback_time.pacific,equilibrium_time.utc,equilibrium_time.pacific
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,13.3,bucket,3.5,82367,Teuthida,1,0.01,,N,"-124.8413,42.9816","-124.893,43.0006",2003-07-09T04:34:00Z,2003-07-09T04:34:00Z,2003-07-09T04:03:00Z,2003-07-09T04:03:00Z
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,13.3,bucket,3.5,82371,Doryteuthis opalescens,3,0.03,,N,"-124.8413,42.9816","-124.893,43.0006",2003-07-09T04:34:00Z,2003-07-09T04:34:00Z,2003-07-09T04:03:00Z,2003-07-09T04:03:00Z
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,13.3,bucket,3.5,159643,Salpida,,0.1,,N,"-124.8413,42.9816","-124.893,43.0006",2003-07-09T04:34:00Z,2003-07-09T04:34:00Z,2003-07-09T04:03:00Z,2003-07-09T04:03:00Z
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,13.3,bucket,3.5,161729,Sardinops sagax,,0.01,,N,"-124.8413,42.9816","-124.893,43.0006",2003-07-09T04:34:00Z,2003-07-09T04:34:00Z,2003-07-09T04:03:00Z,2003-07-09T04:03:00Z
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,13.3,bucket,3.5,161828,Engraulis mordax,,0.05,,N,"-124.8413,42.9816","-124.893,43.0006",2003-07-09T04:34:00Z,2003-07-09T04:34:00Z,2003-07-09T04:03:00Z,2003-07-09T04:03:00Z
200307,FR,1,2003,42.9816,-124.8413,43.0006,-124.893,13.3,bucket,3.5,168586,Trachurus symmetricus,,26,,N,"-124.8413,42.9816","-124.893,43.0006",2003-07-09T04:34:00Z,2003-07-09T04:34:00Z,2003-07-09T04:03:00Z,2003-07-09T04:03:00Z
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,17.3,bucket,3.5,160424,Prionace glauca,1,50,,N,"-125.3766,43.9993","-125.3253,43.9995",2003-07-10T05:15:00Z,2003-07-10T05:15:00Z,2003-07-10T04:45:00Z,2003-07-10T04:45:00Z
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,17.3,bucket,3.5,161828,Engraulis mordax,,0.4,,N,"-125.3766,43.9993","-125.3253,43.9995",2003-07-10T05:15:00Z,2003-07-10T05:15:00Z,2003-07-10T04:45:00Z,2003-07-10T04:45:00Z
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,17.3,bucket,3.5,172419,Thunnus alalunga,2,9.1,,N,"-125.3766,43.9993","-125.3253,43.9995",2003-07-10T05:15:00Z,2003-07-10T05:15:00Z,2003-07-10T04:45:00Z,2003-07-10T04:45:00Z
200307,FR,7,2009,43.9993,-125.3766,43.9995,-125.3253,17.3,bucket,3.5,202423,Animalia,,1.06,,N,"-125.3766,43.9993","-125.3253,43.9995",2003-07-10T05:15:00Z,2003-07-10T05:15:00Z,2003-07-10T04:45:00Z,2003-07-10T04:45:00Z
200307,FR,8,2010,43.9988,-125.1018,43.9998,-125.024,15.3,bucket,3.5,82367,Teuthida,,3.4,,N,"-125.1018,43.9988","-125.024,43.9998",2003-07-10T07:11:00Z,2003-07-10T07:11:00Z,2003-07-10T06:41:00Z,2003-07-10T06:41:00Z
200307,FR,8,2010,43.9988,-125.1018,43.9998,-125.024,15.3,bucket,3.5,162575,Myctophidae,,10.2,,N,"-125.1018,43.9988","-125.024,43.9998",2003-07-10T07:11:00Z,2003-07-10T07:11:00Z,2003-07-10T06:41:00Z,2003-07-10T06:41:00Z
200307,FR,8,2010,43.9988,-125.1018,43.9998,-125.024,15.3,bucket,3.5,168586,Trachurus symmetricus,15,29.5,,N,"-125.1018,43.9988","-125.024,43.9998",2003-07-10T07:11:00Z,2003-07-10T07:11:00Z,2003-07-10T06:41:00Z,2003-07-10T06:41:00Z
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,16.2,bucket,3.5,161828,Engraulis mordax,5,0.05,,N,"-124.4251,45.9986","-124.4445,45.9995",2003-07-12T12:24:00Z,2003-07-12T12:24:00Z,2003-07-12T12:09:00Z,2003-07-12T12:09:00Z
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,16.2,bucket,3.5,161974,Oncorhynchus,2,1,,N,"-124.4251,45.9986","-124.4445,45.9995",2003-07-12T12:24:00Z,2003-07-12T12:24:00Z,2003-07-12T12:09:00Z,2003-07-12T12:09:00Z
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,16.2,bucket,3.5,168586,Trachurus symmetricus,2,1.5,,N,"-124.4251,45.9986","-124.4445,45.9995",2003-07-12T12:24:00Z,2003-07-12T12:24:00Z,2003-07-12T12:09:00Z,2003-07-12T12:09:00Z
200307,FR,13,2015,45.9986,-124.4251,45.9995,-124.4445,16.2,bucket,3.5,202423,Animalia,,9.1,,N,"-124.4251,45.9986","-124.4445,45.9995",2003-07-12T12:24:00Z,2003-07-12T12:24:00Z,2003-07-12T12:09:00Z,2003-07-12T12:09:00Z
200307,FR,15,2017,47.0003,-125.1691,47.0013,-125.123,16.4,bucket,3.5,51483,Scyphozoa,,5.2,,N,"-125.1691,47.0003","-125.123,47.0013",2003-07-14T06:04:00Z,2003-07-14T06:04:00Z,2003-07-14T05:34:00Z,2003-07-14T05:34:00Z
200307,FR,15,2017,47.0003,-125.1691,47.0013,-125.123,16.4,bucket,3.5,162575,Myctophidae,,5.2,,N,"-125.1691,47.0003","-125.123,47.0013",2003-07-14T06:04:00Z,2003-07-14T06:04:00Z,2003-07-14T05:34:00Z,2003-07-14T05:34:00Z
200307,FR,16,2018,47.0001,-125.091,47.0015,-125.0441,15.4,bucket,3.1,162575,Myctophidae,,5.6,,N,"-125.091,47.0001","-125.0441,47.0015",2003-07-14T07:04:00Z,2003-07-14T07:04:00Z,2003-07-14T06:34:00Z,2003-07-14T06:34:00Z
200307,FR,16,2018,47.0001,-125.091,47.0015,-125.0441,15.4,bucket,3.1,202423,Animalia,,2.4,,N,"-125.091,47.0001","-125.0441,47.0015",2003-07-14T07:04:00Z,2003-07-14T07:04:00Z,2003-07-14T06:34:00Z,2003-07-14T06:34:00Z
200307,FR,17,2019,47.0001,-124.988,47.0001,-124.9353,16.1,bucket,3.2,159910,Lamna ditropis,1,55,,N,"-124.988,47.0001","-124.9353,47.0001",2003-07-14T08:08:00Z,2003-07-14T08:08:00Z,2003-07-14T07:38:00Z,2003-07-14T07:38:00Z
200307,FR,17,2019,47.0001,-124.988,47.0001,-124.9353,16.1,bucket,3.2,160424,Prionace glauca,1,34,,N,"-124.988,47.0001","-124.9353,47.0001",2003-07-14T08:08:00Z,2003-07-14T08:08:00Z,2003-07-14T07:38:00Z,2003-07-14T07:38:00Z
200307,FR,17,2019,47.0001,-124.988,47.0001,-124.9353,16.1,bucket,3.2,914154,Bilateria,,6.4,,N,"-124.988,47.0001","-124.9353,47.0001",2003-07-14T08:08:00Z,2003-07-14T08:08:00Z,2003-07-14T07:38:00Z,2003-07-14T07:38:00Z
200307,FR,18,2020,47.0005,-124.8333,47,-124.78,16.3,bucket,3.4,168586,Trachurus symmetricus,10,14,,N,"-124.8333,47.0005","-124.78,47",2003-07-14T09:22:00Z,2003-07-14T09:22:00Z,2003-07-14T08:52:00Z,2003-07-14T08:52:00Z
200307,FR,18,2020,47.0005,-124.8333,47,-124.78,16.3,bucket,3.4,551209,Clupea pallasii,,181,,N,"-124.8333,47.0005","-124.78,47",2003-07-14T09:22:00Z,2003-07-14T09:22:00Z,2003-07-14T08:52:00Z,2003-07-14T08:52:00Z
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,16.3,bucket,3.4,51483,Scyphozoa,,22.7,,N,"-124.736,46.9995","-124.6765,47.0005",2003-07-14T10:24:00Z,2003-07-14T10:24:00Z,2003-07-14T09:54:00Z,2003-07-14T09:54:00Z
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,16.3,bucket,3.4,164792,Merluccius productus,,22.7,,N,"-124.736,46.9995","-124.6765,47.0005",2003-07-14T10:24:00Z,2003-07-14T10:24:00Z,2003-07-14T09:54:00Z,2003-07-14T09:54:00Z
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,16.3,bucket,3.4,168586,Trachurus symmetricus,10,14,,N,"-124.736,46.9995","-124.6765,47.0005",2003-07-14T10:24:00Z,2003-07-14T10:24:00Z,2003-07-14T09:54:00Z,2003-07-14T09:54:00Z
200307,FR,19,2021,46.9995,-124.736,47.0005,-124.6765,16.3,bucket,3.4,551209,Clupea pallasii,,68.2,,N,"-124.736,46.9995","-124.6765,47.0005",2003-07-14T10:24:00Z,2003-07-14T10:24:00Z,2003-07-14T09:54:00Z,2003-07-14T09:54:00Z
200307,FR,28,2030,44.54,-124.5248,44.5061,-124.5348,15.9,TSG,3.4,168586,Trachurus symmetricus,4,3.6,,N,"-124.5248,44.54","-124.5348,44.5061",2003-07-18T12:14:00Z,2003-07-18T12:14:00Z,2003-07-18T11:44:00Z,2003-07-18T11:44:00Z
200307,FR,28,2030,44.54,-124.5248,44.5061,-124.5348,15.9,TSG,3.4,551209,Clupea pallasii,5,0.45,,N,"-124.5248,44.54","-124.5348,44.5061",2003-07-18T12:14:00Z,2003-07-18T12:14:00Z,2003-07-18T11:44:00Z,2003-07-18T11:44:00Z
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,14.6,TSG,3.4,95496,Euphausiacea,,0.45,,N,"-124.8101,43.1501","-124.802,43.1783",2003-07-20T07:39:00Z,2003-07-20T07:39:00Z,2003-07-20T07:09:00Z,2003-07-20T07:09:00Z
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,14.6,TSG,3.4,160424,Prionace glauca,3,95,,N,"-124.8101,43.1501","-124.802,43.1783",2003-07-20T07:39:00Z,2003-07-20T07:39:00Z,2003-07-20T07:09:00Z,2003-07-20T07:09:00Z
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,14.6,TSG,3.4,164792,Merluccius productus,101,1.3,,N,"-124.8101,43.1501","-124.802,43.1783",2003-07-20T07:39:00Z,2003-07-20T07:39:00Z,2003-07-20T07:09:00Z,2003-07-20T07:09:00Z
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,14.6,TSG,3.4,168586,Trachurus symmetricus,13,13.6,,N,"-124.8101,43.1501","-124.802,43.1783",2003-07-20T07:39:00Z,2003-07-20T07:39:00Z,2003-07-20T07:09:00Z,2003-07-20T07:09:00Z
200307,FR,29,2031,43.1501,-124.8101,43.1783,-124.802,14.6,TSG,3.4,172412,Scomber japonicus,5,0.1,,N,"-124.8101,43.1501","-124.802,43.1783",2003-07-20T07:39:00Z,2003-07-20T07:39:00Z,2003-07-20T07:09:00Z,2003-07-20T07:09:00Z
200307,FR,30,2032,43.6876,-124.6648,43.7176,-124.6576,15.6,TSG,3.2,202423,Animalia,,32,,N,"-124.6648,43.6876","-124.6576,43.7176",2003-07-19T11:55:00Z,2003-07-19T11:55:00Z,2003-07-19T11:25:00Z,2003-07-19T11:25:00Z
200403,FR,1,2051,47.9943,-124.8291,48.0303,-124.858,9.4,bucket,3.5,161828,Engraulis mordax,,301,,N,"-124.8291,47.9943","-124.858,48.0303",2004-03-02T03:05:00Z,2004-03-02T03:05:00Z,2004-03-02T02:35:00Z,2004-03-02T02:35:00Z
200403,FR,1,2051,47.9943,-124.8291,48.0303,-124.858,9.4,bucket,3.5,161977,Oncorhynchus kisutch,,1.6,,N,"-124.8291,47.9943","-124.858,48.0303",2004-03-02T03:05:00Z,2004-03-02T03:05:00Z,2004-03-02T02:35:00Z,2004-03-02T02:35:00Z
200403,FR,1,2051,47.9943,-124.8291,48.0303,-124.858,9.4,bucket,3.5,166730,Sebastes mystinus,,1.5,,N,"-124.8291,47.9943","-124.858,48.0303",2004-03-02T03:05:00Z,2004-03-02T03:05:00Z,2004-03-02T02:35:00Z,2004-03-02T02:35:00Z
200403,FR,1,2051,47.9943,-124.8291,48.0303,-124.858,9.4,bucket,3.5,167116,Ophiodon elongatus,,0.03,,N,"-124.8291,47.9943","-124.858,48.0303",2004-03-02T03:05:00Z,2004-03-02T03:05:00Z,2004-03-02T02:35:00Z,2004-03-02T02:35:00Z
200403,FR,1,2051,47.9943,-124.8291,48.0303,-124.858,9.4,bucket,3.5,172715,Citharichthys,,0.001,,N,"-124.8291,47.9943","-124.858,48.0303",2004-03-02T03:05:00Z,2004-03-02T03:05:00Z,2004-03-02T02:35:00Z,2004-03-02T02:35:00Z
200403,FR,2,2052,48.0026,-125.1723,47.9781,-125.2351,9.8,bucket,3.5,161828,Engraulis mordax,,33.1,,N,"-125.1723,48.0026","-125.2351,47.9781",2004-03-02T05:45:00Z,2004-03-02T05:45:00Z,2004-03-02T05:15:00Z,2004-03-02T05:15:00Z
200403,FR,2,2052,48.0026,-125.1723,47.9781,-125.2351,9.8,bucket,3.5,551209,Clupea pallasii,,24.3,,N,"-125.1723,48.0026","-125.2351,47.9781",2004-03-02T05:45:00Z,2004-03-02T05:45:00Z,2004-03-02T05:15:00Z,2004-03-02T05:15:00Z
200403,FR,3,2053,47.9998,-125.8508,48.024,-125.8786,9.7,bucket,3.4,51483,Scyphozoa,,9.3,,N,"-125.8508,47.9998","-125.8786,48.024",2004-03-02T09:51:00Z,2004-03-02T09:51:00Z,2004-03-02T09:21:00Z,2004-03-02T09:21:00Z
200403,FR,4,2054,48.0006,-126.5183,48.0265,-126.5416,9.4,bucket,3,202423,Animalia,,3.3,,N,"-126.5183,48.0006","-126.5416,48.0265",2004-03-02T13:57:00Z,2004-03-02T13:57:00Z,2004-03-02T13:27:00Z,2004-03-02T13:27:00Z
200403,FR,5,2055,48.0001,-127.167,48.022,-127.2141,9.2,bucket,3,202423,Animalia,,10.6,,N,"-127.167,48.0001","-127.2141,48.022",2004-03-03T02:58:00Z,2004-03-03T02:58:00Z,2004-03-03T02:28:00Z,2004-03-03T02:28:00Z
200403,FR,6,2056,47.9998,-127.8503,47.9553,-127.846,8.8,bucket,3.1,202423,Animalia,,5.2,,N,"-127.8503,47.9998","-127.846,47.9553",2004-03-03T06:43:00Z,2004-03-03T06:43:00Z,2004-03-03T06:13:00Z,2004-03-03T06:13:00Z
200403,FR,7,2057,47.0051,-127.8446,47.0271,-127.7951,8.8,bucket,3.5,914154,Bilateria,,4.1,,N,"-127.8446,47.0051","-127.7951,47.0271",2004-03-03T13:47:00Z,2004-03-03T13:47:00Z,2004-03-03T13:17:00Z,2004-03-03T13:17:00Z
200403,FR,8,2058,47.0046,-127.1813,46.9996,-127.1275,8.9,bucket,3.4,202423,Animalia,,1.2,,N,"-127.1813,47.0046","-127.1275,46.9996",2004-03-04T02:45:00Z,2004-03-04T02:45:00Z,2004-03-04T02:15:00Z,2004-03-04T02:15:00Z
200403,FR,9,2059,47.0021,-126.5048,47.005,-126.4345,9.2,bucket,3.3,202423,Animalia,,4.3,,N,"-126.5048,47.0021","-126.4345,47.005",2004-03-04T06:42:00Z,2004-03-04T06:42:00Z,2004-03-04T06:12:00Z,2004-03-04T06:12:00Z
200403,FR,9,2059,47.0021,-126.5048,47.005,-126.4345,9.2,bucket,3.3,635931,Congriscus megastoma,5,0.232,,N,"-126.5048,47.0021","-126.4345,47.005",2004-03-04T06:42:00Z,2004-03-04T06:42:00Z,2004-03-04T06:12:00Z,2004-03-04T06:12:00Z
200403,FR,10,2060,47.0026,-125.8461,47.0023,-125.7903,9.6,bucket,3.4,202423,Animalia,,13.27,,N,"-125.8461,47.0026","-125.7903,47.0023",2004-03-04T10:24:00Z,2004-03-04T10:24:00Z,2004-03-04T09:54:00Z,2004-03-04T09:54:00Z
200403,FR,10,2060,47.0026,-125.8461,47.0023,-125.7903,9.6,bucket,3.4,635931,Congriscus megastoma,,0.05,,N,"-125.8461,47.0026","-125.7903,47.0023",2004-03-04T10:24:00Z,2004-03-04T10:24:00Z,2004-03-04T09:54:00Z,2004-03-04T09:54:00Z
200403,FR,12,2062,46.2436,-124.3403,46.2206,-124.295,,,3.2,51483,Scyphozoa,,0.5,,N,"-124.3403,46.2436","-124.295,46.2206",2004-03-05T09:00:00Z,2004-03-05T09:00:00Z,2004-03-05T08:30:00Z,2004-03-05T08:30:00Z
200403,FR,12,2062,46.2436,-124.3403,46.2206,-124.295,,,3.2,161828,Engraulis mordax,,31.8,,N,"-124.3403,46.2436","-124.295,46.2206",2004-03-05T09:00:00Z,2004-03-05T09:00:00Z,2004-03-05T08:30:00Z,2004-03-05T08:30:00Z
200403,FR,13,2063,45.9996,-124.3358,45.997,-124.3798,9.6,bucket,3.6,161828,Engraulis mordax,,16.2,,N,"-124.3358,45.9996","-124.3798,45.997",2004-03-05T11:38:00Z,2004-03-05T11:38:00Z,2004-03-05T11:08:00Z,2004-03-05T11:08:00Z
200403,FR,13,2063,45.9996,-124.3358,45.997,-124.3798,9.6,bucket,3.6,172871,Lyopsetta exilis,,0.2,,N,"-124.3358,45.9996","-124.3798,45.997",2004-03-05T11:38:00Z,2004-03-05T11:38:00Z,2004-03-05T11:08:00Z,2004-03-05T11:08:00Z
200403,FR,13,2063,45.9996,-124.3358,45.997,-124.3798,9.6,bucket,3.6,914154,Bilateria,,8.8,,N,"-124.3358,45.9996","-124.3798,45.997",2004-03-05T11:38:00Z,2004-03-05T11:38:00Z,2004-03-05T11:08:00Z,2004-03-05T11:08:00Z
200403,FR,15,2065,46.0055,-125.8406,46.0398,-125.8746,10.2,bucket,3,51483,Scyphozoa,,21.5,,N,"-125.8406,46.0055","-125.8746,46.0398",2004-03-06T07:25:00Z,2004-03-06T07:25:00Z,2004-03-06T06:55:00Z,2004-03-06T06:55:00Z
200403,FR,16,2066,46.0006,-126.5098,46.0215,-126.5448,9.6,bucket,3,202423,Animalia,,3.4,,N,"-126.5098,46.0006","-126.5448,46.0215",2004-03-06T11:53:00Z,2004-03-06T11:53:00Z,2004-03-06T11:22:00Z,2004-03-06T11:22:00Z
200403,FR,16,2066,46.0006,-126.5098,46.0215,-126.5448,9.6,bucket,3,635931,Congriscus megastoma,,0.2,,N,"-126.5098,46.0006","-126.5448,46.0215",2004-03-06T11:53:00Z,2004-03-06T11:53:00Z,2004-03-06T11:22:00Z,2004-03-06T11:22:00Z
200403,FR,17,2067,46.0008,-127.8453,45.9898,-127.8761,9.6,bucket,3.2,635931,Congriscus megastoma,,0.5,,N,"-127.8453,46.0008","-127.8761,45.9898",2004-03-07T08:26:00Z,2004-03-07T08:26:00Z,2004-03-07T07:56:00Z,2004-03-07T07:56:00Z
200403,FR,17,2067,46.0008,-127.8453,45.9898,-127.8761,9.6,bucket,3.2,914154,Bilateria,,3.1,,N,"-127.8453,46.0008","-127.8761,45.9898",2004-03-07T08:26:00Z,2004-03-07T08:26:00Z,2004-03-07T07:56:00Z,2004-03-07T07:56:00Z
200403,FR,19,2069,45.0025,-127.1778,45.0083,-127.131,9.8,bucket,3.3,162575,Myctophidae,,0.001,,N,"-127.1778,45.0025","-127.131,45.0083",2004-03-08T06:55:00Z,2004-03-08T06:55:00Z,2004-03-08T06:25:00Z,2004-03-08T06:25:00Z
200403,FR,19,2069,45.0025,-127.1778,45.0083,-127.131,9.8,bucket,3.3,202423,Animalia,,6.24,,N,"-127.1778,45.0025","-127.131,45.0083",2004-03-08T06:55:00Z,2004-03-08T06:55:00Z,2004-03-08T06:25:00Z,2004-03-08T06:25:00Z
200403,FR,19,2069,45.0025,-127.1778,45.0083,-127.131,9.8,bucket,3.3,635931,Congriscus megastoma,,0.12,,N,"-127.1778,45.0025","-127.131,45.0083",2004-03-08T06:55:00Z,2004-03-08T06:55:00Z,2004-03-08T06:25:00Z,2004-03-08T06:25:00Z
200403,FR,20,2070,45.0025,-126.5145,45.0133,-126.466,9.8,bucket,3.2,162575,Myctophidae,,0.01,,N,"-126.5145,45.0025","-126.466,45.0133",2004-03-08T10:48:00Z,2004-03-08T10:48:00Z,2004-03-08T10:18:00Z,2004-03-08T10:18:00Z
200403,FR,20,2070,45.0025,-126.5145,45.0133,-126.466,9.8,bucket,3.2,202423,Animalia,,2.1,,N,"-126.5145,45.0025","-126.466,45.0133",2004-03-08T10:48:00Z,2004-03-08T10:48:00Z,2004-03-08T10:18:00Z,2004-03-08T10:18:00Z
200403,FR,20,2070,45.0025,-126.5145,45.0133,-126.466,9.8,bucket,3.2,635931,Congriscus megastoma,,0.25,,N,"-126.5145,45.0025","-126.466,45.0133",2004-03-08T10:48:00Z,2004-03-08T10:48:00Z,2004-03-08T10:18:00Z,2004-03-08T10:18:00Z
200403,FR,21,2071,45.0003,-125.8376,44.9985,-125.7805,10.1,bucket,3,202423,Animalia,,1.89,,N,"-125.8376,45.0003","-125.7805,44.9985",2004-03-08T14:30:00Z,2004-03-08T14:30:00Z,2004-03-08T14:00:00Z,2004-03-08T14:00:00Z
200403,FR,21,2071,45.0003,-125.8376,44.9985,-125.7805,10.1,bucket,3,635931,Congriscus megastoma,,0.16,,N,"-125.8376,45.0003","-125.7805,44.9985",2004-03-08T14:30:00Z,2004-03-08T14:30:00Z,2004-03-08T14:00:00Z,2004-03-08T14:00:00Z
200403,FR,23,2073,44.9956,-124.3348,44.9613,-124.3063,10.5,bucket,3.3,202423,Animalia,,0.14,,N,"-124.3348,44.9956","-124.3063,44.9613",2004-03-09T07:18:00Z,2004-03-09T07:18:00Z,2004-03-09T06:48:00Z,2004-03-09T06:48:00Z
200403,FR,24,2074,44.6781,-124.433,44.6386,-124.4701,10.6,bucket,3,202423,Animalia,,0.1,,N,"-124.433,44.6781","-124.4701,44.6386",2004-03-09T09:56:00Z,2004-03-09T09:56:00Z,2004-03-09T09:26:00Z,2004-03-09T09:26:00Z
200403,FR,25,2075,44.3188,-124.5086,44.2761,-124.5206,,,3.2,162081,Bathylagus,,0.005,,N,"-124.5086,44.3188","-124.5206,44.2761",2004-03-09T12:42:00Z,2004-03-09T12:42:00Z,2004-03-09T12:11:00Z,2004-03-09T12:11:00Z
200403,FR,25,2075,44.3188,-124.5086,44.2761,-124.5206,,,3.2,551209,Clupea pallasii,,6.5,,N,"-124.5086,44.3188","-124.5206,44.2761",2004-03-09T12:42:00Z,2004-03-09T12:42:00Z,2004-03-09T12:11:00Z,2004-03-09T12:11:00Z
200403,FR,27,2077,43.9973,-125.1803,44.0271,-125.167,10.4,bucket,3.2,82367,Teuthida,,2.38,,N,"-125.1803,43.9973","-125.167,44.0271",2004-03-10T07:21:00Z,2004-03-10T07:21:00Z,2004-03-10T06:51:00Z,2004-03-10T06:51:00Z
200403,FR,27,2077,43.9973,-125.1803,44.0271,-125.167,10.4,bucket,3.2,635931,Congriscus megastoma,,0.04,,N,"-125.1803,43.9973","-125.167,44.0271",2004-03-10T07:21:00Z,2004-03-10T07:21:00Z,2004-03-10T06:51:00Z,2004-03-10T06:51:00Z
200403,FR,27,2077,43.9973,-125.1803,44.0271,-125.167,10.4,bucket,3.2,914154,Bilateria,,0.08,,N,"-125.1803,43.9973","-125.167,44.0271",2004-03-10T07:21:00Z,2004-03-10T07:21:00Z,2004-03-10T06:51:00Z,2004-03-10T06:51:00Z
200403,FR,28,2078,43.9998,-125.8488,44.0373,-125.8228,10.7,bucket,3.2,162575,Myctophidae,,0.05,,N,"-125.8488,43.9998","-125.8228,44.0373",2004-03-10T11:42:00Z,2004-03-10T11:42:00Z,2004-03-10T11:12:00Z,2004-03-10T11:12:00Z
200403,FR,28,2078,43.9998,-125.8488,44.0373,-125.8228,10.7,bucket,3.2,202423,Animalia,,32.05,,N,"-125.8488,43.9998","-125.8228,44.0373",2004-03-10T11:42:00Z,2004-03-10T11:42:00Z,2004-03-10T11:12:00Z,2004-03-10T11:12:00Z
200403,FR,29,2079,44.0003,-126.5096,44.0323,-126.5083,10.6,bucket,3.3,202423,Animalia,,1.66,,N,"-126.5096,44.0003","-126.5083,44.0323",2004-03-11T02:44:00Z,2004-03-11T02:44:00Z,2004-03-11T02:14:00Z,2004-03-11T02:14:00Z
200403,FR,29,2079,44.0003,-126.5096,44.0323,-126.5083,10.6,bucket,3.3,635931,Congriscus megastoma,,0.04,,N,"-126.5096,44.0003","-126.5083,44.0323",2004-03-11T02:44:00Z,2004-03-11T02:44:00Z,2004-03-11T02:14:00Z,2004-03-11T02:14:00Z
200403,FR,30,2080,44.0006,-127.1758,44.0421,-127.1863,10.1,bucket,3.3,162575,Myctophidae,,2.1,,N,"-127.1758,44.0006","-127.1863,44.0421",2004-03-11T06:40:00Z,2004-03-11T06:40:00Z,2004-03-11T06:10:00Z,2004-03-11T06:10:00Z
200403,FR,30,2080,44.0006,-127.1758,44.0421,-127.1863,10.1,bucket,3.3,635931,Congriscus megastoma,,0.04,,N,"-127.1758,44.0006","-127.1863,44.0421",2004-03-11T06:40:00Z,2004-03-11T06:40:00Z,2004-03-11T06:10:00Z,2004-03-11T06:10:00Z
200403,FR,30,2080,44.0006,-127.1758,44.0421,-127.1863,10.1,bucket,3.3,914154,Bilateria,,1.36,,N,"-127.1758,44.0006","-127.1863,44.0421",2004-03-11T06:40:00Z,2004-03-11T06:40:00Z,2004-03-11T06:10:00Z,2004-03-11T06:10:00Z
200403,FR,31,2081,43.9976,-127.845,43.957,-127.8508,10.1,bucket,3.2,161974,Oncorhynchus,,0.59,,N,"-127.845,43.9976","-127.8508,43.957",2004-03-11T10:47:00Z,2004-03-11T10:47:00Z,2004-03-11T10:17:00Z,2004-03-11T10:17:00Z
200403,FR,31,2081,43.9976,-127.845,43.957,-127.8508,10.1,bucket,3.2,635931,Congriscus megastoma,,0.08,,N,"-127.845,43.9976","-127.8508,43.957",2004-03-11T10:47:00Z,2004-03-11T10:47:00Z,2004-03-11T10:17:00Z,2004-03-11T10:17:00Z
200403,FR,31,2081,43.9976,-127.845,43.957,-127.8508,10.1,bucket,3.2,914154,Bilateria,,3.87,,N,"-127.845,43.9976","-127.8508,43.957",2004-03-11T10:47:00Z,2004-03-11T10:47:00Z,2004-03-11T10:17:00Z,2004-03-11T10:17:00Z
200403,FR,32,2082,42.998,-127.8491,42.9528,-127.8506,10.4,bucket,3.2,82367,Teuthida,,1.64,,N,"-127.8491,42.998","-127.8506,42.9528",2004-03-12T02:50:00Z,2004-03-12T02:50:00Z,2004-03-12T02:20:00Z,2004-03-12T02:20:00Z
200403,FR,32,2082,42.998,-127.8491,42.9528,-127.8506,10.4,bucket,3.2,202423,Animalia,,0.32,,N,"-127.8491,42.998","-127.8506,42.9528",2004-03-12T02:50:00Z,2004-03-12T02:50:00Z,2004-03-12T02:20:00Z,2004-03-12T02:20:00Z
200403,FR,32,2082,42.998,-127.8491,42.9528,-127.8506,10.4,bucket,3.2,635931,Congriscus megastoma,,0.08,,N,"-127.8491,42.998","-127.8506,42.9528",2004-03-12T02:50:00Z,2004-03-12T02:50:00Z,2004-03-12T02:20:00Z,2004-03-12T02:20:00Z
200403,FR,33,2083,42.9998,-127.1803,43.0365,-127.1766,10.4,bucket,3.3,82367,Teuthida,,0.71,,N,"-127.1803,42.9998","-127.1766,43.0365",2004-03-12T07:21:00Z,2004-03-12T07:21:00Z,2004-03-12T06:51:00Z,2004-03-12T06:51:00Z
200403,FR,33,2083,42.9998,-127.1803,43.0365,-127.1766,10.4,bucket,3.3,162575,Myctophidae,,0.02,,N,"-127.1803,42.9998","-127.1766,43.0365",2004-03-12T07:21:00Z,2004-03-12T07:21:00Z,2004-03-12T06:51:00Z,2004-03-12T06:51:00Z
