date,sunrise_pacific,sunset_pacific,lat,lon
2008-07-30,2008-07-30T13:25:48Z,2008-07-31T03:45:57Z,40.3486,-127.06865
2008-08-03,2008-08-03T13:25:21Z,2008-08-04T03:26:24Z,37.85805,-124.62535
2009-04-18,2009-04-18T13:44:38Z,2009-04-19T02:58:07Z,35.927,-125.26565
2009-04-18,2009-04-18T13:43:48Z,2009-04-19T02:56:07Z,35.4603,-124.9102
2009-04-19,2009-04-19T13:32:43Z,2009-04-20T02:49:41Z,36.4562,-122.7753
2009-04-19,2009-04-19T13:32:10Z,2009-04-20T02:49:19Z,36.5263,-122.66055
2009-04-21,2009-04-21T13:37:08Z,2009-04-22T02:52:49Z,34.40405,-123.81735
2009-04-21,2009-04-21T13:35:03Z,2009-04-22T02:51:23Z,34.6489,-123.3773
2009-04-23,2009-04-23T13:31:29Z,2009-04-24T02:49:44Z,33.91955,-122.81715
2009-04-24,2009-04-24T13:34:18Z,2009-04-25T02:51:00Z,32.6817,-123.3702
2009-04-24,2009-04-24T13:33:28Z,2009-04-25T02:50:25Z,32.7688,-123.19305
2009-04-25,2009-04-25T13:31:36Z,2009-04-26T02:50:35Z,32.84755,-123.0194
2010-04-16,2010-04-16T13:39:58Z,2010-04-17T02:54:05Z,38.191,-124.05205
2010-04-19,2010-04-19T13:34:04Z,2010-04-20T02:52:59Z,37.40365,-123.34295
2010-04-19,2010-04-19T13:34:39Z,2010-04-20T02:52:26Z,36.9754,-123.3482
2010-04-20,2010-04-20T13:40:30Z,2010-04-21T02:57:39Z,35.9188,-124.7808
2010-04-27,2010-04-27T13:26:19Z,2010-04-28T03:01:22Z,37.0064,-123.7712
2010-04-28,2010-04-28T13:27:35Z,2010-04-29T03:04:41Z,36.99555,-124.37845
2010-04-19,2010-04-19T13:31:21Z,2010-04-20T02:46:14Z,35.8672,-122.1584
2010-04-19,2010-04-19T13:33:52Z,2010-04-20T02:50:01Z,36.35205,-122.9475
2010-04-21,2010-04-21T13:38:43Z,2010-04-22T02:57:08Z,35.6189,-124.54215
2011-04-19,2011-04-19T13:34:41Z,2011-04-20T02:44:47Z,34.16815,-122.3794
2011-03-29,2011-03-29T14:09:26Z,2011-03-30T02:37:48Z,36.2978,-124.42065
2012-04-12,2012-04-12T13:45:13Z,2012-04-13T02:46:30Z,36.05905,-123.5492
2012-04-25,2012-04-25T13:27:33Z,2012-04-26T02:53:57Z,35.24215,-122.9423
2012-04-25,2012-04-25T13:26:48Z,2012-04-26T02:53:07Z,35.2159,-122.74645
2012-04-13,2012-04-13T13:32:56Z,2012-04-14T02:31:00Z,33.45365,-120.1358
2012-04-19,2012-04-19T13:29:16Z,2012-04-20T02:36:13Z,32.2771,-120.67165
2012-04-19,2012-04-19T13:29:05Z,2012-04-20T02:36:18Z,32.38965,-120.6596
2012-04-29,2012-04-29T13:23:07Z,2012-04-30T02:59:37Z,35.93475,-123.23375
2012-07-05,2012-07-05T12:57:12Z,2012-07-06T03:44:33Z,38.8313,-123.7688
2012-07-06,2012-07-06T12:59:35Z,2012-07-07T03:42:05Z,38.1544,-123.71805
2012-07-11,2012-07-11T13:00:53Z,2012-07-12T03:45:49Z,39.40505,-124.17205
2012-07-20,2012-07-20T13:02:55Z,2012-07-21T03:46:01Z,41.2299,-124.24265
2012-07-20,2012-07-20T13:02:58Z,2012-07-21T03:46:30Z,41.30465,-124.3098
2012-07-22,2012-07-22T13:04:42Z,2012-07-23T03:48:07Z,41.87505,-124.705
2012-07-23,2012-07-23T13:02:42Z,2012-07-24T03:51:15Z,43.05845,-124.83755
2012-07-31,2012-07-31T13:05:36Z,2012-08-01T03:45:40Z,44.5243,-124.5193
2012-08-02,2012-08-02T13:05:00Z,2012-08-03T03:43:33Z,45.1074,-124.2054
2012-08-03,2012-08-03T13:05:36Z,2012-08-04T03:42:26Z,45.24455,-124.15915
2012-08-03,2012-08-03T13:05:03Z,2012-08-04T03:44:03Z,45.63285,-124.29265
2012-08-04,2012-08-04T13:05:06Z,2012-08-05T03:42:49Z,45.8647,-124.16455
2012-08-05,2012-08-05T13:05:55Z,2012-08-06T03:43:29Z,46.31535,-124.3718
2012-08-06,2012-08-06T13:06:19Z,2012-08-07T03:43:51Z,46.7988,-124.4948
2012-08-06,2012-08-06T13:06:09Z,2012-08-07T03:44:45Z,46.99005,-124.5849
2012-08-07,2012-08-07T13:07:08Z,2012-08-08T03:45:32Z,47.45505,-124.83405
2012-08-19,2012-08-19T13:26:50Z,2012-08-20T03:37:57Z,49.4603,-126.8683
2012-08-23,2012-08-23T13:33:15Z,2012-08-24T03:30:06Z,49.3071,-126.93405
2013-04-18,2013-04-18T13:39:27Z,2013-04-19T02:50:38Z,35.0363,-123.68135
2013-04-21,2013-04-21T13:30:39Z,2013-04-22T02:47:11Z,34.7533,-122.29995
2013-04-22,2013-04-22T13:31:20Z,2013-04-23T02:50:15Z,34.8948,-122.81525
2013-04-22,2013-04-22T13:30:34Z,2013-04-23T02:49:41Z,34.9685,-122.64865
2013-04-25,2013-04-25T13:23:58Z,2013-04-26T02:48:00Z,34.6244,-121.73955
2013-04-25,2013-04-25T13:24:20Z,2013-04-26T02:48:41Z,34.73105,-121.87205
2013-04-30,2013-04-30T13:13:47Z,2013-05-01T02:42:46Z,33.24285,-119.97935
2013-05-02,2013-05-02T13:05:47Z,2013-05-03T02:39:24Z,33.5894,-118.61095
2013-05-04,2013-05-04T13:00:29Z,2013-05-05T02:36:05Z,33.1758,-117.5753
2013-04-25,2013-04-25T13:29:35Z,2013-04-26T02:55:57Z,35.40555,-123.43705
2013-04-25,2013-04-25T13:30:43Z,2013-04-26T02:57:25Z,35.51255,-123.7614
2013-04-26,2013-04-26T13:31:51Z,2013-04-27T03:00:10Z,35.3844,-124.28525
2013-04-27,2013-04-27T13:31:03Z,2013-04-28T03:01:45Z,35.51995,-124.4176
2013-04-28,2013-04-28T13:25:27Z,2013-04-29T03:01:13Z,36.4602,-123.6858
2013-04-29,2013-04-29T13:24:03Z,2013-04-30T03:03:02Z,36.8124,-123.76865
2013-06-23,2013-06-23T12:54:00Z,2013-06-24T03:38:04Z,37.33485,-123.12365
2013-06-23,2013-06-23T12:54:11Z,2013-06-24T03:38:57Z,37.45525,-123.2576
2013-06-24,2013-06-24T12:53:21Z,2013-06-25T03:39:00Z,37.62715,-123.10845
2013-06-26,2013-06-26T12:54:29Z,2013-06-27T03:43:37Z,38.27905,-123.72775
2013-06-27,2013-06-27T12:56:03Z,2013-06-28T03:47:54Z,38.77135,-124.4103
2013-07-12,2013-07-12T12:57:39Z,2013-07-13T03:51:33Z,41.0252,-124.4607
2013-07-13,2013-07-13T12:57:58Z,2013-07-14T03:51:20Z,41.1467,-124.44495
2013-07-31,2013-07-31T13:07:26Z,2013-08-01T03:47:18Z,44.38105,-124.9464
2013-07-31,2013-07-31T13:08:04Z,2013-08-01T03:48:02Z,44.4008,-125.11865
2013-08-01,2013-08-01T13:07:45Z,2013-08-02T03:47:02Z,44.69595,-124.9662
2013-08-04,2013-08-04T13:05:30Z,2013-08-05T03:42:22Z,45.5927,-124.15355
2013-08-04,2013-08-04T13:05:12Z,2013-08-05T03:42:01Z,45.58395,-124.07205
2013-08-05,2013-08-05T13:06:01Z,2013-08-06T03:41:04Z,45.7338,-124.0764
2013-08-05,2013-08-05T13:06:08Z,2013-08-06T03:43:15Z,46.1084,-124.36595
2013-08-05,2013-08-05T13:05:38Z,2013-08-06T03:42:42Z,46.10045,-124.23295
2013-08-06,2013-08-06T13:06:38Z,2013-08-07T03:41:51Z,46.2509,-124.2763
2013-08-06,2013-08-06T13:06:39Z,2013-08-07T03:43:15Z,46.49895,-124.4533
2013-08-07,2013-08-07T13:07:43Z,2013-08-08T03:42:13Z,46.61755,-124.48345
2013-08-07,2013-08-07T13:07:25Z,2013-08-08T03:43:35Z,46.92155,-124.6187
2013-08-08,2013-08-08T13:08:33Z,2013-08-09T03:41:53Z,46.91605,-124.57605
2013-08-08,2013-08-08T13:08:24Z,2013-08-09T03:43:37Z,47.2618,-124.77465
2013-08-08,2013-08-08T13:07:44Z,2013-08-09T03:43:20Z,47.3335,-124.6557
2013-08-09,2013-08-09T13:08:52Z,2013-08-10T03:42:05Z,47.4258,-124.67405
2014-04-28,2014-04-28T13:19:22Z,2014-04-29T02:51:47Z,35.60385,-121.73825
2014-05-01,2014-05-01T13:14:20Z,2014-05-02T02:49:54Z,34.83665,-120.961
2014-05-03,2014-05-03T13:14:51Z,2014-05-04T02:53:57Z,34.79225,-121.58005
2014-07-09,2014-07-09T12:38:18Z,2014-07-10T04:09:18Z,45.76805,-124.36885
2014-08-11,2014-08-11T13:15:05Z,2014-08-12T03:32:33Z,45.28785,-124.3199
2014-08-11,2014-08-11T13:17:12Z,2014-08-12T03:32:19Z,44.79025,-124.5541
2015-07-21,2015-07-21T13:02:08Z,2015-07-22T03:51:35Z,42.3659,-124.83725
2015-07-23,2015-07-23T13:01:25Z,2015-07-24T03:51:59Z,43.1525,-124.77575
2015-08-07,2015-08-07T13:15:02Z,2015-08-08T03:37:57Z,44.12785,-124.85285
2016-07-21,2016-07-21T12:50:53Z,2016-07-22T04:00:13Z,45.6855,-124.5004
2017-04-22,2017-04-22T13:30:37Z,2017-04-23T02:57:41Z,37.76865,-123.65295
2017-07-07,2017-07-07T12:37:23Z,2017-07-08T04:11:43Z,45.9075,-124.6215
2017-07-08,2017-07-08T12:40:12Z,2017-07-09T04:10:36Z,45.5614,-124.7971
2017-07-10,2017-07-10T12:43:47Z,2017-07-11T04:06:39Z,44.9075,-124.68135
2017-07-11,2017-07-11T12:46:07Z,2017-07-12T04:05:17Z,44.5875,-124.767
2017-07-23,2017-07-23T13:00:38Z,2017-07-24T03:54:03Z,43.76685,-124.93185
2017-08-03,2017-08-03T13:19:15Z,2017-08-04T03:27:31Z,39.3605,-123.99565
2017-08-03,2017-08-03T13:20:39Z,2017-08-04T03:25:42Z,38.6321,-123.9431
2017-08-05,2017-08-05T13:22:53Z,2017-08-06T03:22:29Z,38.27295,-123.8624
2018-07-23,2018-07-23T12:53:09Z,2018-07-24T03:56:32Z,45.2479,-124.3094
2018-07-27,2018-07-27T13:02:51Z,2018-07-28T03:50:41Z,44.1056,-124.77265
2018-07-29,2018-07-29T13:06:11Z,2018-07-30T03:46:46Z,43.59555,-124.7054
2018-07-30,2018-07-30T13:09:51Z,2018-07-31T03:46:19Z,43.24615,-125.1161
2018-08-01,2018-08-01T13:14:53Z,2018-08-02T03:44:13Z,42.7309,-125.50285
2018-08-01,2018-08-01T13:14:18Z,2018-08-02T03:44:04Z,42.8168,-125.40965
2018-08-02,2018-08-02T13:15:46Z,2018-08-03T03:42:36Z,42.67865,-125.42495
2018-08-02,2018-08-02T13:15:09Z,2018-08-03T03:41:15Z,42.534,-125.17765
2018-08-02,2018-08-02T13:14:49Z,2018-08-03T03:40:44Z,42.49765,-125.07355
2018-08-03,2018-08-03T13:16:21Z,2018-08-04T03:39:43Z,42.4318,-125.15515
2018-08-03,2018-08-03T13:14:36Z,2018-08-04T03:36:34Z,42.153,-124.54075
2018-08-04,2018-08-04T13:15:58Z,2018-08-05T03:34:42Z,41.9424,-124.4957
2018-08-04,2018-08-04T13:19:04Z,2018-08-05T03:36:21Z,41.63825,-125.0914
2018-08-05,2018-08-05T13:19:57Z,2018-08-06T03:33:36Z,41.338,-124.8783
2019-06-29,2019-06-29T12:30:14Z,2019-06-30T04:13:04Z,46.00125,-124.26175
2019-07-08,2019-07-08T12:41:28Z,2019-07-09T04:04:30Z,44.5022,-124.20975
2019-07-09,2019-07-09T12:42:34Z,2019-07-10T04:04:09Z,44.4676,-124.26865
2019-07-14,2019-07-14T12:55:23Z,2019-07-15T03:56:46Z,42.5007,-124.788
2019-07-21,2019-07-21T13:07:17Z,2019-07-22T03:46:52Z,40.66685,-124.89295
2021-07-20,2021-07-20T12:56:55Z,2021-07-21T03:54:18Z,43.49235,-124.5334
2021-07-22,2021-07-22T12:56:27Z,2021-07-23T03:54:23Z,44.16385,-124.46005
2023-07-20,2023-07-20T13:00:37Z,2023-07-21T03:01:21Z,32.6696,-118.38585
2023-07-20,2023-07-20T13:01:16Z,2023-07-21T03:02:23Z,32.7525,-118.5947
2003-07-10,2003-07-10T12:47:45Z,2003-07-11T04:04:31Z,44.00315,-124.92105
2003-07-13,2003-07-13T12:40:43Z,2003-07-14T04:07:55Z,46.0002,-124.37245
2003-07-15,2003-07-15T12:36:59Z,2003-07-16T04:16:30Z,48.0002,-124.92495
2003-07-21,2003-07-21T12:55:38Z,2003-07-22T03:54:59Z,43.99355,-124.4477
2003-07-24,2003-07-24T12:50:55Z,2003-07-25T03:59:13Z,46.2695,-124.3592
2004-04-24,2004-04-24T13:30:07Z,2004-04-25T02:58:58Z,36.6589,-123.85345
2004-04-25,2004-04-25T13:26:44Z,2004-04-26T02:54:24Z,35.605,-122.9
2004-04-28,2004-04-28T13:27:48Z,2004-04-29T03:06:17Z,37.06315,-124.62275
2008-04-27,2008-04-27T13:29:05Z,2008-04-28T03:12:07Z,39.00805,-125.4784
2011-04-09,2011-04-09T13:48:25Z,2011-04-10T02:38:51Z,34.55615,-122.7424
2011-04-10,2011-04-10T13:47:57Z,2011-04-11T02:38:49Z,33.5992,-122.7507
2011-04-15,2011-04-15T13:41:51Z,2011-04-16T02:46:14Z,35.2365,-123.2331
2011-04-19,2011-04-19T13:33:47Z,2011-04-20T02:44:21Z,34.3564,-122.2137
2012-04-09,2012-04-09T13:53:52Z,2012-04-10T02:49:39Z,36.66505,-124.82485
2012-04-15,2012-04-15T13:31:06Z,2012-04-16T02:32:16Z,33.05855,-120.18635
2012-08-05,2012-08-05T13:05:26Z,2012-08-06T03:43:30Z,46.40425,-124.315
2012-08-08,2012-08-08T13:07:32Z,2012-08-09T03:44:02Z,47.6329,-124.72555
2013-04-30,2013-04-30T13:14:04Z,2013-05-01T02:42:21Z,33.0227,-119.9632
2014-04-26,2014-04-26T13:23:19Z,2014-04-27T02:53:20Z,36.10625,-122.3535
2014-04-26,2014-04-26T13:22:05Z,2014-04-27T02:51:41Z,35.9756,-121.9946
2014-04-29,2014-04-29T13:17:56Z,2014-04-30T02:53:24Z,35.9351,-121.78995
2014-05-01,2014-05-01T13:14:21Z,2014-05-02T02:50:29Z,34.998,-121.03525
2014-06-30,2014-06-30T12:28:39Z,2014-07-01T04:38:14Z,49.1114,-127.14815
2014-07-02,2014-07-02T12:29:58Z,2014-07-03T04:33:59Z,48.70755,-126.6917
2014-08-10,2014-08-10T13:12:49Z,2014-08-11T03:36:55Z,46.07845,-124.5465
2014-08-10,2014-08-10T13:13:26Z,2014-08-11T03:35:11Z,45.61065,-124.4068
2015-04-08,2015-04-08T13:55:26Z,2015-04-09T02:56:59Z,42.0096,-125.8174
2015-04-10,2015-04-10T13:51:49Z,2015-04-11T02:57:26Z,41.3397,-125.55745
2015-04-12,2015-04-12T13:50:06Z,2015-04-13T03:00:18Z,41.0089,-125.83475
2015-07-24,2015-07-24T13:00:36Z,2015-07-25T03:51:13Z,43.47285,-124.56905
2016-03-28,2016-03-28T14:08:04Z,2016-03-29T02:42:49Z,43.95035,-124.8551
2016-03-29,2016-03-29T14:04:42Z,2016-03-30T02:42:55Z,44.3165,-124.52305
2017-07-27,2017-07-27T13:09:27Z,2017-07-28T03:47:04Z,42.42135,-125.14535
2018-07-16,2018-07-16T12:43:29Z,2018-07-17T04:03:40Z,45.7487,-124.10525
2018-07-24,2018-07-24T12:54:33Z,2018-07-25T03:54:50Z,45.09165,-124.26515
2018-07-27,2018-07-27T13:03:15Z,2018-07-28T03:50:50Z,44.06235,-124.84275
2018-07-28,2018-07-28T13:03:02Z,2018-07-29T03:47:36Z,43.914,-124.4134
2018-07-30,2018-07-30T13:07:52Z,2018-07-31T03:46:13Z,43.5894,-124.85525
2018-08-03,2018-08-03T13:14:55Z,2018-08-04T03:36:15Z,42.02375,-124.54125
2018-08-06,2018-08-06T13:28:11Z,2018-08-07T03:39:07Z,41.2255,-126.6195
2019-07-09,2019-07-09T12:44:49Z,2019-07-10T04:05:27Z,44.338,-124.71015
2019-07-09,2019-07-09T12:44:23Z,2019-07-10T04:04:32Z,44.27265,-124.54325
2019-07-11,2019-07-11T12:47:24Z,2019-07-12T04:02:53Z,43.97525,-124.64715
2019-07-12,2019-07-12T12:49:41Z,2019-07-13T04:00:45Z,43.53575,-124.63195
2019-07-12,2019-07-12T12:49:15Z,2019-07-13T04:00:07Z,43.50495,-124.4975
2019-07-12,2019-07-12T12:48:54Z,2019-07-13T04:00:20Z,43.589,-124.48175
2019-07-13,2019-07-13T12:51:48Z,2019-07-14T03:58:59Z,43.16515,-124.645
2019-07-13,2019-07-13T12:52:43Z,2019-07-14T03:58:42Z,42.98795,-124.7236
2019-07-17,2019-07-17T12:59:51Z,2019-07-18T03:53:13Z,41.9325,-124.8277
2021-07-22,2021-07-22T12:59:23Z,2021-07-23T03:55:10Z,43.82625,-124.9246
2003-07-09,2003-07-09T12:50:37Z,2003-07-10T04:01:36Z,43.00345,-124.94905
2004-04-28,2004-04-28T13:26:47Z,2004-04-29T03:05:46Z,37.20895,-124.4308
2015-04-18,2015-04-18T13:37:13Z,2015-04-19T02:59:41Z,39.8145,-124.5044
2015-07-23,2015-07-23T13:00:49Z,2015-07-24T03:51:54Z,43.23465,-124.69035
2015-07-26,2015-07-26T13:00:58Z,2015-07-27T03:52:23Z,44.27325,-124.75195
2016-07-19,2016-07-19T12:47:54Z,2016-07-20T04:06:47Z,46.47265,-124.97655
2018-07-06,2018-07-06T12:31:00Z,2018-07-07T04:28:15Z,48.44775,-125.9389
2019-07-01,2019-07-01T12:34:40Z,2019-07-02T04:09:26Z,45.16625,-124.2687
2019-07-10,2019-07-10T12:47:43Z,2019-07-11T04:04:32Z,43.981,-124.9256
2019-07-22,2019-07-22T13:09:46Z,2019-07-23T03:44:25Z,40.07315,-124.88485
2019-07-22,2019-07-22T13:09:13Z,2019-07-23T03:43:55Z,40.0849,-124.75225
2019-07-24,2019-07-24T13:09:51Z,2019-07-25T03:38:29Z,39.56965,-124.1335
2024-09-22,2024-09-22T14:11:51Z,2024-09-23T02:22:15Z,48.38825,-125.80435
2003-07-21,2003-07-21T12:55:38Z,2003-07-22T03:54:58Z,43.9907,-124.44835
2004-04-23,2004-04-23T13:26:12Z,2004-04-24T02:52:57Z,36.66615,-122.5725
2005-04-07,2005-04-07T13:46:52Z,2005-04-08T02:34:47Z,34.89505,-121.9422
2015-07-25,2015-07-25T13:00:14Z,2015-07-26T03:51:15Z,43.86575,-124.5215
2017-08-01,2017-08-01T13:18:43Z,2017-08-02T03:33:07Z,39.832,-124.59805
2018-08-22,2018-08-22T13:43:54Z,2018-08-23T03:03:49Z,36.82095,-124.8795
2021-07-18,2021-07-18T12:46:50Z,2021-07-19T04:01:22Z,45.51495,-124.1895
2021-07-18,2021-07-18T12:47:35Z,2021-07-19T04:01:52Z,45.47925,-124.346
2021-08-02,2021-08-02T13:17:58Z,2021-08-03T03:37:42Z,41.35515,-125.08935
2021-08-03,2021-08-03T13:17:30Z,2021-08-04T03:33:27Z,41.00765,-124.5165
2023-10-30,2023-10-30T14:59:31Z,2023-10-31T01:07:43Z,47.0803,-124.6835
2023-11-01,2023-11-01T15:08:30Z,2023-11-02T01:05:55Z,48.1259,-125.5963
2004-03-16,2004-03-16T14:28:39Z,2004-03-17T02:27:35Z,42.3449,-124.5948
2004-03-16,2004-03-16T14:28:33Z,2004-03-17T02:27:15Z,43.4602,-124.54065
2004-03-18,2004-03-18T14:24:40Z,2004-03-19T02:29:21Z,46.68345,-124.471
2004-07-17,2004-07-17T12:54:11Z,2004-07-18T03:57:05Z,43.6489,-124.58465
2005-04-24,2005-04-24T13:25:22Z,2005-04-25T02:55:03Z,37.1118,-122.75905
2006-04-17,2006-04-17T13:26:26Z,2006-04-18T03:12:13Z,47.8158,-124.68655
2006-04-19,2006-04-19T13:24:53Z,2006-04-20T03:10:21Z,45.9561,-124.36865
2006-05-03,2006-05-03T13:02:09Z,2006-05-04T02:34:34Z,32.81945,-117.56875
2006-05-05,2006-05-05T13:15:39Z,2006-05-06T02:54:49Z,33.7883,-121.82745
2007-06-06,2007-06-06T12:25:08Z,2007-06-07T04:09:52Z,46.9985,-124.34635
2007-06-08,2007-06-08T12:31:25Z,2007-06-09T04:10:25Z,46.03905,-125.1117
2007-06-10,2007-06-10T12:42:42Z,2007-06-11T04:00:16Z,42.9981,-125.1583
2008-04-13,2008-04-13T13:23:46Z,2008-04-14T02:21:06Z,33.0538,-117.75615
2008-04-13,2008-04-13T13:26:32Z,2008-04-14T02:23:12Z,32.71645,-118.36565
2008-04-18,2008-04-18T13:25:28Z,2008-04-19T02:33:42Z,33.5836,-119.83045
2008-04-22,2008-04-22T13:29:34Z,2008-04-23T02:46:36Z,33.99245,-122.1512
2008-04-23,2008-04-23T13:28:58Z,2008-04-24T02:49:41Z,34.6229,-122.5078
2008-04-26,2008-04-26T13:31:35Z,2008-04-27T02:55:20Z,33.7013,-123.65805
2008-04-04,2008-04-04T13:55:02Z,2008-04-05T02:59:50Z,48.4102,-125.8917
2008-04-06,2008-04-06T13:47:04Z,2008-04-07T02:55:00Z,46.7417,-124.4372
2008-04-09,2008-04-09T13:48:36Z,2008-04-10T03:03:40Z,45.67155,-125.9221
2008-04-18,2008-04-18T13:27:55Z,2008-04-19T03:06:24Z,44.38255,-124.22555
2008-04-19,2008-04-19T13:27:11Z,2008-04-20T03:07:11Z,43.98095,-124.28415
2008-04-20,2008-04-20T13:29:44Z,2008-04-21T03:04:52Z,41.67505,-124.36365
2008-07-09,2008-07-09T12:32:31Z,2008-07-10T04:17:41Z,47.6219,-124.6734
2008-07-11,2008-07-11T12:42:26Z,2008-07-12T04:13:56Z,46.3018,-125.3782
2008-07-15,2008-07-15T12:49:54Z,2008-07-16T04:05:16Z,44.98115,-125.1167
2008-07-25,2008-07-25T13:05:55Z,2008-07-26T03:45:53Z,42.25745,-124.5588
2009-05-01,2009-05-01T13:06:13Z,2009-05-02T02:38:00Z,33.5498,-118.46655
2010-04-01,2010-04-01T14:04:42Z,2010-04-02T02:55:18Z,47.299,-126.2681
2010-04-06,2010-04-06T13:55:00Z,2010-04-07T02:59:40Z,46.004,-125.97615
2010-04-06,2010-04-06T13:56:34Z,2010-04-07T03:00:54Z,45.84145,-126.32705
2010-04-07,2010-04-07T13:47:09Z,2010-04-08T02:52:42Z,44.9478,-124.194
2010-04-11,2010-04-11T13:46:37Z,2010-04-12T02:53:32Z,40.368,-124.50545
2010-04-11,2010-04-11T13:44:45Z,2010-04-12T02:48:08Z,38.723,-123.5987
2010-04-16,2010-04-16T13:40:50Z,2010-04-17T02:55:04Z,38.239,-124.28535
2010-04-17,2010-04-17T13:41:44Z,2010-04-18T02:57:20Z,37.8624,-124.73695
2010-04-06,2010-04-06T13:38:44Z,2010-04-07T02:20:24Z,32.49655,-119.03295
2010-04-06,2010-04-06T13:37:24Z,2010-04-07T02:19:14Z,32.6164,-118.72055
2010-04-07,2010-04-07T13:35:47Z,2010-04-08T02:20:43Z,33.36965,-118.7758
2010-04-10,2010-04-10T13:33:37Z,2010-04-11T02:25:30Z,33.8983,-119.30905
2011-04-02,2011-04-02T13:56:25Z,2011-04-03T02:35:30Z,37.56775,-122.81505
2011-04-12,2011-04-12T13:32:43Z,2011-04-13T02:28:53Z,34.27965,-119.7342
2011-04-14,2011-04-14T13:36:45Z,2011-04-15T02:40:53Z,36.10905,-121.86655
2011-04-16,2011-04-16T13:44:55Z,2011-04-17T02:49:22Z,34.31955,-124.06695
2011-04-17,2011-04-17T13:39:45Z,2011-04-18T02:46:39Z,34.50855,-123.1378
2011-04-20,2011-04-20T13:41:44Z,2011-04-21T02:51:55Z,33.40375,-124.20565
2011-04-21,2011-04-21T13:30:44Z,2011-04-22T02:42:57Z,33.4583,-121.7607
2011-04-22,2011-04-22T13:20:37Z,2011-04-23T02:36:48Z,34.2463,-119.77335
2011-04-23,2011-04-23T13:21:44Z,2011-04-24T02:37:48Z,33.48865,-120.08295
2011-04-23,2011-04-23T13:20:30Z,2011-04-24T02:36:34Z,33.4841,-119.77605
2011-04-23,2011-04-23T13:20:47Z,2011-04-24T02:36:26Z,33.33095,-119.79415
2011-04-24,2011-04-24T13:12:22Z,2011-04-25T02:30:32Z,33.56695,-118.04755
2011-04-24,2011-04-24T13:11:42Z,2011-04-25T02:29:33Z,33.45285,-117.84115
2011-04-25,2011-04-25T13:16:34Z,2011-04-26T02:33:32Z,32.46975,-118.98755
2011-04-25,2011-04-25T13:16:05Z,2011-04-26T02:32:29Z,32.2678,-118.79815
2011-03-24,2011-03-24T14:14:38Z,2011-03-25T02:36:44Z,46.75655,-124.54365
2011-03-25,2011-03-25T14:11:32Z,2011-03-26T02:36:28Z,46.0285,-124.20165
2011-04-06,2011-04-06T13:55:38Z,2011-04-07T02:40:49Z,35.3063,-123.68095
2011-04-11,2011-04-11T13:32:40Z,2011-04-12T02:23:01Z,32.17725,-118.92945
2011-04-11,2011-04-11T13:33:55Z,2011-04-12T02:23:57Z,31.9848,-119.20305
2011-04-16,2011-04-16T13:30:42Z,2011-04-17T02:31:04Z,32.4533,-120.0024
2011-04-19,2011-04-19T13:28:18Z,2011-04-20T02:35:31Z,32.97125,-120.4258
2011-04-19,2011-04-19T13:29:25Z,2011-04-20T02:36:25Z,32.87885,-120.67795
2011-04-19,2011-04-19T13:30:21Z,2011-04-20T02:37:04Z,32.7661,-120.87455
2011-04-22,2011-04-22T13:23:53Z,2011-04-23T02:38:47Z,33.7559,-120.4287
2011-04-22,2011-04-22T13:23:32Z,2011-04-23T02:38:31Z,33.79465,-120.3523
2012-04-05,2012-04-05T14:02:48Z,2012-04-06T02:51:37Z,38.0782,-125.90515
2012-04-10,2012-04-10T13:45:19Z,2012-04-11T02:44:11Z,37.0972,-123.14125
2012-04-11,2012-04-11T13:40:39Z,2012-04-12T02:41:04Z,36.73245,-122.23305
2012-04-12,2012-04-12T13:46:04Z,2012-04-13T02:47:35Z,36.163,-123.79
2012-04-20,2012-04-20T13:30:29Z,2012-04-21T02:43:02Z,33.78635,-121.72525
2012-04-21,2012-04-21T13:35:52Z,2012-04-22T02:49:29Z,33.4478,-123.2534
2012-04-24,2012-04-24T13:33:51Z,2012-04-25T02:56:38Z,34.6852,-124.0274
2012-04-24,2012-04-24T13:33:02Z,2012-04-25T02:56:08Z,34.79675,-123.8618
2012-04-13,2012-04-13T13:32:03Z,2012-04-14T02:30:17Z,33.53755,-119.93905
2012-04-14,2012-04-14T13:31:35Z,2012-04-15T02:32:03Z,33.6573,-120.1595
2012-04-15,2012-04-15T13:31:39Z,2012-04-16T02:33:01Z,33.1555,-120.35005
2012-04-16,2012-04-16T13:24:40Z,2012-04-17T02:29:06Z,33.6648,-119.04345
2012-04-16,2012-04-16T13:23:47Z,2012-04-17T02:28:19Z,33.7132,-118.8363
2012-04-16,2012-04-16T13:24:20Z,2012-04-17T02:29:08Z,33.82515,-119.0076
2012-04-17,2012-04-17T13:23:57Z,2012-04-18T02:30:39Z,33.7977,-119.20445
2012-04-17,2012-04-17T13:24:23Z,2012-04-18T02:29:49Z,33.24745,-119.15455
2012-04-20,2012-04-20T13:25:56Z,2012-04-21T02:35:36Z,32.6438,-120.22815
2012-04-21,2012-04-21T13:27:36Z,2012-04-22T02:39:06Z,32.6291,-120.92165
2012-04-22,2012-04-22T13:34:45Z,2012-04-23T02:45:42Z,31.70745,-122.68715
2012-04-22,2012-04-22T13:39:37Z,2012-04-23T02:50:51Z,31.8188,-123.93785
2012-04-23,2012-04-23T13:37:48Z,2012-04-24T02:51:20Z,32.02095,-123.8146
